,Product name,Rating,Summary,Review,sentiment_score,sentiment
2073,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Very goodREAD MORE,0.0,Neutral
2074,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Osm ❤️❤️READ MORE,0.0,Neutral
2075,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Waste of money!,I phone 14 not workingREAD MORE,0.0,Neutral
2076,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,I love it 😻READ MORE,0.6369,Positive
2077,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Best In All👌✨🔥 camera is top level😍superb design 🥳bt battery performance little bit disappointing 🥲but overall awsome phone 👍jus go for it 😌READ MORE,0.2591,Positive
2079,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,"iPhone 14 is very good, battery is less, rest of the quality is amazing.👍👍READ MORE",0.4927,Positive
2080,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Good productREAD MORE,0.4404,Positive
2081,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Outstanding purchaseREAD MORE,0.6124,Positive
2082,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Go for itREAD MORE,0.0,Neutral
2083,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Nice very niceREAD MORE,0.4215,Positive
2085,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Good mobile.READ MORE,0.4404,Positive
2086,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,just fabulousREAD MORE,0.0,Neutral
2087,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Super 😍😍😍😍 😊READ MORE,0.5994,Positive
2089,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Wonderful value for moneyREAD MORE,0.7269,Positive
2090,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Nice 😊READ MORE,0.4215,Positive
2091,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Very goodREAD MORE,0.0,Neutral
2093,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,I really loved itREAD MORE,0.6361,Positive
2094,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good productREAD MORE,0.4404,Positive
2095,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Product was good and working fineREAD MORE,0.4404,Positive
2096,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Nice productREAD MORE,0.4215,Positive
2097,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Good phoneREAD MORE,0.4404,Positive
2098,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Very niceREAD MORE,0.0,Neutral
2099,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Just one word fantastic 😍READ MORE,0.5574,Positive
2101,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Very good productREAD MORE,0.4927,Positive
2102,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,My favourite so no words 😊READ MORE,-0.4341,Negative
2104,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Excellent MobileREAD MORE,0.5719,Positive
2106,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,Product is good and Working fine after 2weeksREAD MORE,0.5719,Positive
2107,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,excellent purchase  at flipkart big billion days price point.READ MORE,0.5719,Positive
2108,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Best mobile everREAD MORE,0.6369,Positive
2109,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,"Once again, Apple delivers an exceptional product. I'm also grateful to the seller for offering a generous discount and consistently delivering products without defects or damage.READ MORE",0.8205,Positive
2110,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Excellent phone very nice satisfyingREAD MORE,0.7778,Positive
2111,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Bad quality,Better to take android phone.No cameras clarity for non pro versionREAD MORE,0.6808,Positive
2112,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Good phone at this PriceREAD MORE,0.4404,Positive
2113,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Android to iOS feels good first time 😎 battery maximum 1 day we can get other than this everything is good 😍READ MORE,0.7003,Positive
2115,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Nice product  same as 13 but 14 is an updateREAD MORE,0.2263,Positive
2116,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Very Nice Phone. Everything is ok .READ MORE,0.6478,Positive
2117,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,One of best priREAD MORE,0.6369,Positive
2118,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Fnly dream cm tru.READ MORE,0.25,Positive
2119,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Very fineREAD MORE,0.0,Neutral
2120,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Budget friendly phoneREAD MORE,0.4939,Positive
2122,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Awesome phone this is my first little weaird because im a android user there is one problem mobile get overheated while chargingREAD MORE,0.34,Positive
2124,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,my friend happy with...iphoneREAD MORE,0.7845,Positive
2125,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Nice qualityREAD MORE,0.4215,Positive
2126,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Best ProductREAD MORE,0.6369,Positive
2127,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Best time Upgrade .....14READ MORE,0.6369,Positive
2130,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Nice phone looking and feel so sexy🤩🤩READ MORE,0.4215,Positive
2131,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,If you have planned to switch from Android to IOS it good choice but it depends up on your budget and your usage of the phone.I phone are much better than android after I am using a month giving this feedback.Thank you FlipkartREAD MORE,0.836,Positive
2132,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Fair,"Good performance as of now, but storage kay create issue after long term use, so i would suggest you should go for at least 256gb variant.READ MORE",0.5574,Positive
2133,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Battery life is really good. Overall I am satisfied with the performance.READ MORE,0.7178,Positive
2134,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Unsatisfactory,Worst pieceREAD MORE,-0.6249,Negative
2137,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Camera is too good and performance is best and Ram management of iphone 14 better than iphone 13 . Worth for money ☺️READ MORE,0.8979,Positive
2138,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Excellent productREAD MORE,0.5719,Positive
2139,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Uts impressiveREAD MORE,0.0,Neutral
2140,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Good,First iPhone... I want to buy 14 plus but happy with 14 battery backup not much .. if Ios update solving battery backup problem phone rating 5 out of 5READ MORE,0.6956,Positive
2141,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Worth it!!READ MORE,0.2263,Positive
2142,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Nice productREAD MORE,0.4215,Positive
2143,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,nice coolREAD MORE,0.4215,Positive
2144,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"Super phone, top classREAD MORE",0.6908,Positive
2145,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,In love with the lavender colour ❤️. Looks so classy and elegant.READ MORE,0.8377,Positive
2146,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,Colour is amazingREAD MORE,0.0,Neutral
2147,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Nice product battary backup good 👍READ MORE,0.6908,Positive
2149,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Best in its segment❤️READ MORE,0.6369,Positive
2151,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Love itREAD MORE,0.6369,Positive
2152,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,All Good 😊READ MORE,0.4404,Positive
2153,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Nice phoneREAD MORE,0.4215,Positive
2154,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best productREAD MORE,0.6369,Positive
2155,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Nice 🙂READ MORE,0.4215,Positive
2156,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Decent product,I Just LOVE this IPHONE 14 🔥❤️😍READ MORE,0.6369,Positive
2158,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Upgraded from iPhone 11 to 14. Great battery back up and picture quality too is much better. Has slight heating issue nevertheless great one.READ MORE,0.9022,Positive
2159,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,I Really Like This But Battery Health Very Bad 🚶🏿READ MORE,-0.6478,Negative
2161,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Good in-hand feel Premium designSharp displayPerformance of A15 bionic chip is extremely goodDual speakers are clear and loudBattery could have been betterOverall performance is better than iphone13READ MORE,0.8126,Positive
2162,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,I really loved the BBD sale of 2023 in which I got my phone. Loved the phone .Thanks Flipkart 😁READ MORE,0.9059,Positive
2163,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Product is fine but delivery was a day lateREAD MORE,0.1027,Neutral
2164,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very GoodREAD MORE,0.0,Neutral
2165,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Nice productREAD MORE,0.4215,Positive
2166,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Vary goodREAD MORE,0.0,Neutral
2167,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Nice performanceREAD MORE,0.4215,Positive
2168,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,Nice productREAD MORE,0.4215,Positive
2169,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,New Color with purple look goodREAD MORE,0.0,Neutral
2170,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Not recommended at all,battery reduced 99 % in 20 daysREAD MORE,0.0,Neutral
2172,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Very goodREAD MORE,0.0,Neutral
2173,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,I bought 3 smartphones in this sale and this beast is fabulously working with superb camera's as wellREAD MORE,0.6557,Positive
2174,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,"Don't wait, Please purchase !Phone 14 is a very good product with advanced features and wonderful colours also available in !Phone 14 ,I'm happy to share my feedback to all of you 🙂READ MORE",0.9158,Positive
2176,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Nice,"Pros- Iphone , Apple brand value,cameraCons- Small display, small battery, boxy design which is uncomfortable to hold the  mobile, complicated interface,  no useful Android features present,  no charger,  costly,tec.READ MORE",-0.4767,Negative
2179,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Thnx to flipkartREAD MORE,0.0,Neutral
2180,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Wow mind blowing offers superb deals and  iPhone has  simply far ahead of all others brandREAD MORE,0.836,Positive
2181,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Value forREAD MORE,0.34,Positive
2182,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Fantastic lookREAD MORE,0.5574,Positive
2183,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best product with qualityREAD MORE,0.6369,Positive
2184,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Best delivery by E cartREAD MORE,0.6369,Positive
2185,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Wonderful 😊READ MORE,0.5719,Positive
2186,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,"Got it for 57K, for that price it is value for money. Everything is good as expected, battery backup is slightly less than my expectationsREAD MORE",0.6486,Positive
2187,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Thanks u so much filpkart ☺☺READ MORE,0.4404,Positive
2188,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Best phone in 2023READ MORE,0.6369,Positive
2190,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Horrible,Bed phoREAD MORE,0.0,Neutral
2192,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Awesome experience of iphone ... smooth processor and camera is best action mode 📸READ MORE,0.8519,Positive
2193,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Really Nice,Very niceREAD MORE,0.0,Neutral
2194,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Very niceREAD MORE,0.0,Neutral
2196,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Very nice go for itREAD MORE,0.4754,Positive
2197,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Fantastic product with average battery lifeREAD MORE,0.5574,Positive
2198,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Not good,Battery health Down in 1st MonthREAD MORE,0.0,Neutral
2199,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Nice mobileREAD MORE,0.4215,Positive
2200,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Overall good except cameraREAD MORE,0.4404,Positive
2201,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,I love this i phone 14 Outstanding Performance Great Battery Good Cameras Love it 😍READ MORE,0.9657,Positive
2202,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Loved itREAD MORE,0.5994,Positive
2203,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,iPhone 14 256gbREAD MORE,0.0,Neutral
2204,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Bad quality,"Delivery boy was in urgent. everything is good in box ,iwas pad handling charges it was open box delivery but he not wait 5mts iThis was my first order in Flipkart 50+k My experience is goodpicking five-starDelivery no StarFlipkart five star+⭐I love itREAD MORE",0.7003,Positive
2205,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,One best mobile in apple 🍎READ MORE,0.6369,Positive
2207,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Good for who wants to start with IOSREAD MORE,0.4404,Positive
2208,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Everything perfect except battery if you would like to buy an iPhone for gaming watching videos better go for 14 plus.READ MORE,0.8442,Positive
2210,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,I have to go first time experience with iOS. Overall product is mind blowing we cannot compare with other Android product. Display is looking good and smoothBattery backup is depend upon our daily bases use. Camera resolution is also great.READ MORE,0.4404,Positive
2211,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Very goodREAD MORE,0.0,Neutral
2212,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very goodREAD MORE,0.0,Neutral
2213,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Awesome product looks amazing!READ MORE,0.6249,Positive
2214,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,I like everything 🥰READ MORE,0.3612,Positive
2215,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Good product ☺️☺️☺️READ MORE,0.4404,Positive
2216,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,I likeREAD MORE,0.0,Neutral
2217,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Good camera quality satisfied with this productREAD MORE,0.6908,Positive
2218,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,Super mobileREAD MORE,0.5994,Positive
2219,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Good looking super 😍READ MORE,0.7783,Positive
